"Product Name","Cash Value","Store credit","","","","","","","","","","","","","","","","","","","","","","",""
"LE DE TOUR FRANCE 2017","RM3","5","","","","","","","","","","","","","","","","1,000","","","","","","",""
"LEFT ALIVE","RM5","8","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LEGEND OF KAY ANNIVERSARY","RM5","8","","","","","","","","","","","","","","","","","","","","","","",""
"LEGEND OF MANA","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGENDARY FISHING","RM5","8","","","","","","","","","","","","","","","","","","","","","","",""
"LEGO 2K DRIVE","RM60","80","","","","","","","","","","","","","","","","1,000","","","","","","",""
"LEGO AVENGERS","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LEGO BATMAN 3 BEYOND GOTHAM","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGO BRAWLS","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGO CITY UNDERCOVER","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGO DC SUPER VILLAINS","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGO DIMENSIONS ","RM5","8","","","","","","","","","","","","","","","","1,000","","","","","","",""
"LEGO HARRY POTTER COLLECTION","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LEGO JURASSIC WORLD","RM10","15","","","","","","","","","","","","","","","","500","","","","","","",""
"LEGO MARVEL COLLECTION","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGO MARVEL SUPER HEROES","RM5","8","","","","","","","","","","","","","","","","1,000","","","","","","",""
"LEGO MARVEL SUPER HEROES 2","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGO MARVEL'S AVENGERS","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGO MOVIE 2 VIDEOGAME","RM5","8","","","","","","","","","","","","","","","","500","","","","","","",""
"LEGO STAR WARS THE FORCE AWAKENS","RM5","8","","","","","","","","","","","","","","","","1,000","","","","","","",""
"LEGO STAR WARS THE SKYWALKER SAGA","RM20","30","","","","","","","","","","","","","","","","1,000","","","","","","",""
"LEGO THE HOBBIT","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGO THE INCREDIBLES","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LEGO THE LEGO MOVIE VIDEOGAME","RM5","8","","","","","","","","","","","","","","","","4,000","","","","","","",""
"LEGO THE NINJAGO MOVIE VIDEOGAME","RM10","15","","","","","","","","","","","","","","","","500","","","","","","",""
"LEGO WORLDS","RM5","8","","","","","","","","","","","","","","","","8,000","","","","","","",""
"LETTER","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LICHDOMBATTLEMAGE","RM5","8","","","","","","","","","","","","","","","","","","","","","","",""
"LIES OF P","RM50","70","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LIFE IN WILLOWDALE: FARM ADVENTURES","RM10","15","","","","","","","","","","","","","","","","","","","","","","",""
"LIFE IS STRANGE","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LIFE IS STRANGE : TRUE COLORS","RM5","8","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LIFE IS STRANGE 2","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LIFE IS STRANGE BEFORE THE STORM","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LIKE A DRAGON : ISHIN!","RM30","40","","","","","","","","","","","","","","","","","","","","","","",""
"LIKE A DRAGON GAIDEN : THE MAN WHO ERASED HIS NAME","RM45","60","","","","","","","","","","","","","","","","","","","","","","",""
"LIKE A DRAGON: INFINITE WEALTH","RM50","70","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LITTLE BIG PLANET 3","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LITTLE DRAGONS CAFE","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LITTLE LEAGUE WORLD SERIES BASEBALL","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LITTLE NIGHTMARES","RM10","15","","","","","","","","","","","","","","","","","","","","","","",""
"LITTLE NIGHTMARES 1 + 2","RM30","40","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LITTLE NIGHTMARES 2","RM10","15","","","","","","","","","","","","","","","","13,000","","","","","","",""
"LOADING HUMAN CHAPTER 1","RM3","5","","","","","","","","","","","","","","","","5,000","","","","","","",""
"LOCK'S QUEST","RM5","8","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LOCOROCO","RM5","8","","","","","","","","","","","","","","","","4,000","","","","","","",""
"LOCOROCO 2 REMASTERED","RM5","8","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LORDS OF THE FALLEN","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LOST JUDGMENT","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"LOST SPHEAR","RM20","30","","","","","","","","","","","","","","","","2,000","","","","","","",""
"LUMO","RM5","8","","","","","","","","","","","","","","","","5,000","","","","","","",""
"MAD MAX","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MAD RAT DEAD","RM15","20","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MADDEN 18","RM3","5","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MADDEN NFL 20   ","RM3","5","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MADDEN NFL 20 AND FIFA 20 BUNDLE","RM10","15","","","","","","","","","","","","","","","","300","","","","","","",""
"MADDEN NFL 21","RM0","0","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MADDEN NFL 22","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MADDEN NFL 23","RM30","40","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MADE IN ABYSS : BINARY STAR FALLING INTO DARKNESS","RM15","20","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MAFIA DEFINITIVE EDITION","RM15","20","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MAFIA III","RM5","8","","","","","","","","","","","","","","","","13,000","","","","","","",""
"MAFIA TRILOGY","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MAGLAM LORD","RM15","20","","","","","","","","","","","","","","","","3,000","","","","","","",""
"MAID OF SKER","RM40","55","","","","","","","","","","","","","","","","1,000","","","","","","",""
"MAJO TO HAKKIHEI 2","RM5","8","","","","","","","","","","","","","","","","1,000","","","","","","",""
"MANEATER","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"MARK MCMORRIS INFINITE AIR","RM3","5","","","","","","","","","","","","","","","","8,000","","","","","","",""
"MARS ODYSSEY","RM3","5","","","","","","","","","","","","","","","","300","","","","","","",""
"MARSUPILAMI : HOOBADVENTURE","RM5","8","","","","","","","","","","","","","","","","4,000","","","","","","",""
"MARVEL AVENGERS","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MARVEL PINBALL EPIC COLLECTION VOL.1","RM5","8","","","","","","","","","","","","","","","","3,000","","","","","","",""
"MARVEL SPIDER-MAN","RM45","60","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MARVEL VS CAPCOM INFINITE","RM15","20","","","","","","","","","","","","","","","","8,000","","","","","","",""
"MARVEL'S GUARDIANS OF THE GALAXY","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MARVEL'S GUARDIANS OF THE GALAXY : THE TELLTALE SERIES ","RM10","15","","","","","","","","","","","","","","","","500","","","","","","",""
"MARVEL'S SPIDER-MAN: MILES MORALES ","RM45","60","","","","","","","","","","","","","","","","500","","","","","","",""
"MARY SKELTER FINALE","RM15","20","","","","","","","","","","","","","","","","500","","","","","","",""
"MASS EFFECT ANDROMEDA","RM5","8","","","","","","","","","","","","","","","","3,000","","","","","","",""
"MASS EFFECT LEGENDARY","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MATTERFALL","RM3","5","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MAX THE CURSE OF BROTHERHOOD","RM3","5","","","","","","","","","","","","","","","","","","","","","","",""
"MECH WARRIOR 5 MERCENARIES","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MEDIEVIL","RM10","15","","","","","","","","","","","","","","","","13,000","","","","","","",""
"MEGADIMENSION NEPTUNIA VII","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MEGADIMENSION NEPTUNIA VIIR","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"MEGAMAN 11","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MEGAMAN LEGACY COLLECTION","RM5","8","","","","","","","","","","","","","","","","4,000","","","","","","",""
"MEGAMAN LEGACY COLLECTION 2","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MEGAMAN X LEGACY COLLECTION 1","RM15","20","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MEGAMAN X LEGACY COLLECTION 1+2","RM20","30","","","","","","","","","","","","","","","","","","","","","","",""
"MEGAMAN X LEGACY COLLECTION 2","RM15","20","","","","","","","","","","","","","","","","3,000","","","","","","",""
"MEGAMAN ZX LEGACY","RM10","15","","","","","","","","","","","","","","","","8,000","","","","","","",""
"METAL GEAR SOLID V : GROUND ZEROES","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"METAL GEAR SOLID V THE PHANTOM PAIN","RM5","8","","","","","","","","","","","","","","","","1,000","","","","","","",""
"METAL GEAR SOLID V: THE DEFINITIVE EXPERIENCE (R2)","RM10","15","","","","","","","","","","","","","","","","3,000","","","","","","",""
"METAL GEAR SURVIVE","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"METAL MAX XENO","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"METAL MAX XENO REBORN","RM15","20","","","","","","","","","","","","","","","","2,000","","","","","","",""
"METAL WOLF CHAOS XD","RM5","8","","","","","","","","","","","","","","","","","","","","","","",""
"METAPHOR : REFANTAZIO","RM20","30","","","","","","","","","","","","","","","","2,000","","","","","","",""
"METRO EXODUS","RM5","8","","","","","","","","","","","","","","","","3,000","","","","","","",""
"METRO REDUX","RM5","8","","","","","","","","","","","","","","","","5,000","","","","","","",""
"MICKEY STORM AND THE CURSED MASK","RM3","5","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MICROMACHINES WORLD SERIES","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MIDDLE EARTH : SHADOW OF MORDOR     ","RM3","5","","","","","","","","","","","","","","","","4,000","","","","","","",""
"MIDDLE EARTH : SHADOW OF MORDOR GAME OF THE YEAR","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MIGHTY NO. 9","RM3","5","","","","","","","","","","","","","","","","1,000","","","","","","",""
"MINECRAFT","RM15","20","","","","","","","","","","","","","","","","1,000","","","","","","",""
"MINECRAFT DUNGEONS HERO EDITION","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MINECRAFT DUNGEONS ULTIMATE","RM20","30","","","","","","","","","","","","","","","","1,000","","","","","","",""
"MINECRAFT FAVOURITES PACK","RM20","30","","","","","","","","","","","","","","","","500","","","","","","",""
"MINECRAFT STARTER COLLECTION","RM20","30","","","","","","","","","","","","","","","","1,000","","","","","","",""
"MINECRAFT STORY MODE","RM15","20","","","","","","","","","","","","","","","","1,000","","","","","","",""
"MINECRAFT STORY MODE SEASON 2","RM15","20","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MIRROR'S EDGE CATALYST","RM5","8","","","","","","","","","","","","","","","","1,000","","","","","","",""
"MLB THE SHOW 19","","","","","","","","","","","","","","","","","","300","","","","","","",""
"MLB THE SHOW 20","RM3","5","","","","","","","","","","","","","","","","300","","","","","","",""
"MLB THE SHOW 21","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MLB THE SHOW 22","RM10","15","","","","","","","","","","","","","","","","","","","","","","",""
"MLB THE SHOW 23","RM20","30","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MOBILE SUIT GUNDAM EXTREME VS. MAXIBOOST ON","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MONARK","RM15","20","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MONKEY KING HERO IS BACK","RM5","8","","","","","","","","","","","","","","","","3,000","","","","","","",""
"MONOPOLY FAMILY FUN PACK","RM10","15","","","","","","","","","","","","","","","","","","","","","","",""
"MONOPOLY MADNESS","RM10","15","","","","","","","","","","","","","","","","500","","","","","","",""
"MONOPOLY PLUS AND MONOPOLY MADNESS","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MONSTER BOY AND THE CURSED KINGDOM","RM20","30","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MONSTER CROWN","RM10","15","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MONSTER ENERGY SUPERCROSS - THE OFFICIAL VIDEOGAME","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MONSTER ENERGY SUPERCROSS - THE OFFICIAL VIDEOGAME 2","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MONSTER ENERGY SUPERCROSS - THE OFFICIAL VIDEOGAME 3","RM5","8","","","","","","","","","","","","","","","","","","","","","","",""
"MONSTER ENERGY SUPERCROSS - THE OFFICIAL VIDEOGAME 6","RM30","40","","","","","","","","","","","","","","","","2,000","","","","","","",""
"MONSTER ENERGY SUPERCROSS 4","RM5","8","","","","","","","","","","","","","","","","2,000","","","","","","",""
